Close,Close-1,Close-2,Close-3
0.01087378662171221,0.008414239004769206,0.006860840915953176,0.007378641307666713
0.009320388532896177,0.01087378662171221,0.008414239004769206,0.006860840915953176
0.008802589684344934,0.009320388532896177,0.01087378662171221,0.008414239004769206
0.009838187381447424,0.008802589684344934,0.009320388532896177,0.01087378662171221
0.009190938820758367,0.009838187381447424,0.008802589684344934,0.009320388532896177
0.009967637093585235,0.009190938820758367,0.009838187381447424,0.008802589684344934
0.009708737669309613,0.009967637093585235,0.009190938820758367,0.009838187381447424
0.010097086805723045,0.009708737669309613,0.009967637093585235,0.009190938820758367
0.010485437485298777,0.010097086805723045,0.009708737669309613,0.009967637093585235
0.009708737669309613,0.010485437485298777,0.010097086805723045,0.009708737669309613
0.008932039396482745,0.009708737669309613,0.010485437485298777,0.010097086805723045
0.00789644015621796,0.008932039396482745,0.009708737669309613,0.010485437485298777
0.00789644015621796,0.00789644015621796,0.008932039396482745,0.009708737669309613
0.007637540731942338,0.00789644015621796,0.00789644015621796,0.008932039396482745
0.008543688716907017,0.007637540731942338,0.00789644015621796,0.00789644015621796
0.008543688716907017,0.008543688716907017,0.007637540731942338,0.00789644015621796
0.010097086805723045,0.008543688716907017,0.008543688716907017,0.007637540731942338
0.009061489108620556,0.010097086805723045,0.008543688716907017,0.008543688716907017
0.009190938820758367,0.009061489108620556,0.010097086805723045,0.008543688716907017
0.009449838245033992,0.009190938820758367,0.009061489108620556,0.010097086805723045
0.010744336909574399,0.009449838245033992,0.009190938820758367,0.009061489108620556
0.010097086805723045,0.010744336909574399,0.009449838245033992,0.009190938820758367
0.010097086805723045,0.010097086805723045,0.010744336909574399,0.009449838245033992
0.010744336909574399,0.010097086805723045,0.010097086805723045,0.010744336909574399
0.013333332695492917,0.010744336909574399,0.010097086805723045,0.010097086805723045
0.012297734998390427,0.013333332695492917,0.010744336909574399,0.010097086805723045
0.012427184710528238,0.012297734998390427,0.013333332695492917,0.010744336909574399
0.012815533846941674,0.012427184710528238,0.012297734998390427,0.013333332695492917
0.01100323633385002,0.012815533846941674,0.012427184710528238,0.012297734998390427
0.01100323633385002,0.01100323633385002,0.012815533846941674,0.012427184710528238
0.009967637093585235,0.01100323633385002,0.01100323633385002,0.012815533846941674
0.009838187381447424,0.009967637093585235,0.01100323633385002,0.01100323633385002
0.008802589684344934,0.009838187381447424,0.009967637093585235,0.01100323633385002
0.00789644015621796,0.008802589684344934,0.009838187381447424,0.009967637093585235
0.007702265588011244,0.00789644015621796,0.008802589684344934,0.009838187381447424
0.0075080910198045275,0.007702265588011244,0.00789644015621796,0.008802589684344934
0.006343042067401931,0.0075080910198045275,0.007702265588011244,0.00789644015621796
0.006860840915953176,0.006343042067401931,0.0075080910198045275,0.007702265588011244
0.006343042067401931,0.006860840915953176,0.006343042067401931,0.0075080910198045275
0.0066666663477464565,0.006343042067401931,0.006860840915953176,0.006343042067401931
0.008155339580493585,0.0066666663477464565,0.006343042067401931,0.006860840915953176
0.00802588986835577,0.008155339580493585,0.0066666663477464565,0.006343042067401931
0.005566343794575062,0.00802588986835577,0.008155339580493585,0.0066666663477464565
0.005436894082437251,0.005566343794575062,0.00802588986835577,0.008155339580493585
0.004660194266448089,0.005436894082437251,0.005566343794575062,0.00802588986835577
